tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,support_calls,churn
46,28.02,1364.48,One year,Mailed check,Fiber optic,1,0
21,67.29,1439.86,Month-to-month,Bank transfer,Fiber optic,2,0
56,59.16,3510.05,Month-to-month,Electronic check,DSL,0,0
29,18.0,390.47,Month-to-month,Bank transfer,No,3,0
38,79.73,3035.2,Month-to-month,Electronic check,Fiber optic,4,0
9,60.5,541.28,Month-to-month,Mailed check,Fiber optic,0,0
8,18.0,94.9,Two year,Mailed check,DSL,3,0
41,90.99,3660.39,One year,Bank transfer,Fiber optic,3,0
13,105.88,1389.49,Month-to-month,Credit card,Fiber optic,1,0
72,107.25,7728.42,Month-to-month,Bank transfer,Fiber optic,2,1
62,78.97,4707.67,Two year,Mailed check,DSL,1,0
51,71.15,3773.05,Month-to-month,Bank transfer,DSL,5,0
53,103.2,5294.06,Month-to-month,Bank transfer,DSL,1,0
43,112.06,4779.28,Two year,Electronic check,DSL,1,0
4,98.34,340.21,Month-to-month,Credit card,DSL,4,1
28,46.46,1365.38,Month-to-month,Credit card,DSL,1,0
36,75.03,2319.77,Month-to-month,Electronic check,No,1,0
66,80.99,5505.57,One year,Electronic check,Fiber optic,1,0
16,24.76,274.29,Month-to-month,Electronic check,No,2,0
36,81.73,3162.02,One year,Bank transfer,Fiber optic,0,0
25,126.82,3084.55,Month-to-month,Electronic check,Fiber optic,0,0
9,86.0,765.19,Month-to-month,Electronic check,DSL,1,0
7,106.84,1092.33,Month-to-month,Bank transfer,Fiber optic,3,0
26,74.57,1888.97,Two year,Electronic check,DSL,0,0
6,68.17,632.01,Month-to-month,Electronic check,Fiber optic,1,1
4,79.53,325.16,One year,Electronic check,No,1,0
25,49.6,1314.88,Month-to-month,Bank transfer,No,2,0
14,45.91,655.27,Month-to-month,Mailed check,DSL,2,0
40,101.66,4218.92,Month-to-month,Mailed check,Fiber optic,1,1
1,104.31,0.0,Month-to-month,Bank transfer,DSL,0,0
22,45.22,817.76,Month-to-month,Electronic check,DSL,1,1
33,94.2,2993.66,Two year,Bank transfer,DSL,1,0
70,67.83,4765.77,Two year,Mailed check,DSL,4,0
46,78.5,3571.03,One year,Bank transfer,Fiber optic,1,0
64,81.51,5344.2,One year,Bank transfer,Fiber optic,2,0
25,94.86,2606.32,Month-to-month,Bank transfer,DSL,2,0
32,72.07,2130.52,One year,Electronic check,No,3,0
30,105.25,3025.51,Month-to-month,Electronic check,Fiber optic,2,0
64,77.74,4716.54,Two year,Bank transfer,Fiber optic,1,0
70,85.6,6357.79,Two year,Electronic check,Fiber optic,0,0
70,49.17,3496.63,Month-to-month,Mailed check,Fiber optic,0,0
54,123.97,6780.55,Two year,Bank transfer,Fiber optic,1,0
36,81.75,2701.6,Two year,Credit card,Fiber optic,2,1
39,87.82,3424.96,Month-to-month,Bank transfer,No,1,0
71,29.8,2207.13,Two year,Credit card,DSL,3,0
20,49.43,943.15,Month-to-month,Bank transfer,Fiber optic,1,1
25,100.95,2717.3,Month-to-month,Mailed check,DSL,4,1
65,77.17,5432.33,Month-to-month,Electronic check,No,2,1
28,22.16,449.88,One year,Bank transfer,DSL,0,0
17,95.96,1447.3,Month-to-month,Credit card,DSL,1,0
40,56.41,2098.22,Two year,Mailed check,No,2,0
23,105.28,2710.62,Month-to-month,Electronic check,Fiber optic,2,1
65,67.8,4594.89,Month-to-month,Electronic check,DSL,1,0
66,75.12,4933.37,One year,Bank transfer,DSL,1,0
22,99.47,2195.01,Month-to-month,Bank transfer,DSL,0,0
38,47.56,1660.4,One year,Electronic check,No,1,0
71,45.18,3367.9,Month-to-month,Electronic check,Fiber optic,1,0
54,65.09,3446.34,Two year,Bank transfer,DSL,2,0
15,90.68,1313.38,One year,Mailed check,Fiber optic,1,0
43,36.73,1688.89,Month-to-month,Mailed check,Fiber optic,1,1
45,28.3,1239.62,Month-to-month,Mailed check,DSL,2,0
47,90.59,4215.58,Month-to-month,Bank transfer,No,2,0
1,54.93,56.83,Two year,Bank transfer,DSL,2,0
21,60.19,1407.25,One year,Electronic check,No,0,1
62,23.58,1758.31,Month-to-month,Electronic check,Fiber optic,0,0
17,53.03,1006.82,Month-to-month,Bank transfer,DSL,0,0
21,69.81,1610.62,Two year,Bank transfer,Fiber optic,2,0
23,93.26,2108.99,Month-to-month,Electronic check,Fiber optic,2,1
12,50.72,481.23,One year,Electronic check,Fiber optic,2,1
11,111.43,1343.5,One year,Bank transfer,Fiber optic,1,1
25,52.89,1352.98,Month-to-month,Mailed check,DSL,0,0
63,52.92,3078.06,Month-to-month,Electronic check,DSL,3,0
0,108.43,0.0,Month-to-month,Bank transfer,Fiber optic,7,0
20,75.29,1490.81,Month-to-month,Electronic check,DSL,3,0
4,56.2,132.92,Two year,Electronic check,DSL,1,1
40,66.12,2911.58,One year,Bank transfer,Fiber optic,1,0
18,103.83,1955.25,Two year,Electronic check,DSL,1,0
57,106.66,6326.51,Month-to-month,Electronic check,Fiber optic,0,0
42,49.58,2129.78,Month-to-month,Credit card,Fiber optic,2,0
57,68.94,3944.18,One year,Electronic check,No,1,0
46,72.25,3155.09,Month-to-month,Bank transfer,DSL,2,0
32,45.34,1453.16,Month-to-month,Credit card,Fiber optic,3,0
62,68.61,4256.04,Month-to-month,Credit card,No,5,0
34,70.13,2138.44,One year,Credit card,Fiber optic,2,0
69,98.51,6699.75,One year,Mailed check,Fiber optic,0,0
72,100.19,7155.17,Month-to-month,Credit card,Fiber optic,1,0
42,61.77,2668.76,Two year,Electronic check,DSL,2,0
49,64.65,3250.95,Month-to-month,Mailed check,DSL,1,0
18,86.61,1454.29,Month-to-month,Electronic check,Fiber optic,0,0
59,55.37,3351.24,Month-to-month,Bank transfer,DSL,0,1
49,84.72,4118.31,Two year,Credit card,No,1,0
65,67.8,3890.62,Month-to-month,Credit card,Fiber optic,1,1
19,45.77,782.29,Month-to-month,Credit card,DSL,1,0
57,46.08,2820.73,Month-to-month,Electronic check,Fiber optic,1,0
34,106.18,3307.27,One year,Credit card,Fiber optic,0,0
13,66.09,879.45,One year,Bank transfer,DSL,0,0
12,111.01,1617.45,Month-to-month,Mailed check,No,4,0
41,57.16,2206.61,Two year,Electronic check,Fiber optic,1,0
23,77.28,1777.83,Month-to-month,Electronic check,Fiber optic,1,1
7,129.82,674.0,Month-to-month,Credit card,No,1,1
31,43.57,1643.43,One year,Mailed check,Fiber optic,0,0
47,22.55,1045.07,One year,Bank transfer,Fiber optic,0,0
23,102.16,2358.18,Month-to-month,Credit card,DSL,2,1
69,49.33,3647.53,Month-to-month,Mailed check,DSL,0,0
56,69.48,4010.08,Month-to-month,Electronic check,Fiber optic,3,0
37,55.35,1890.41,Month-to-month,Mailed check,Fiber optic,1,0
68,76.7,5099.37,One year,Electronic check,Fiber optic,1,0
31,46.24,1522.42,Two year,Electronic check,Fiber optic,0,0
10,65.5,542.67,Month-to-month,Credit card,Fiber optic,4,0
2,81.25,0.0,One year,Mailed check,Fiber optic,2,0
68,44.79,3036.29,One year,Bank transfer,No,1,0
70,52.5,3408.41,Month-to-month,Bank transfer,DSL,3,0
53,61.32,3540.65,Month-to-month,Bank transfer,No,1,0
7,34.28,271.78,Two year,Bank transfer,Fiber optic,0,1
21,59.44,1085.22,Month-to-month,Electronic check,DSL,3,0
2,72.97,20.19,One year,Bank transfer,DSL,1,0
3,60.01,0.0,Month-to-month,Credit card,DSL,0,0
17,63.22,876.76,Two year,Electronic check,Fiber optic,2,0
41,69.5,3032.54,Month-to-month,Electronic check,Fiber optic,3,0
4,53.61,616.15,Two year,Bank transfer,Fiber optic,0,0
71,87.28,6327.39,One year,Credit card,Fiber optic,2,0
33,105.9,3478.11,Month-to-month,Mailed check,DSL,0,0
19,58.39,1031.67,One year,Credit card,Fiber optic,2,1
37,82.13,2866.64,One year,Electronic check,No,0,0
57,64.01,4019.3,Month-to-month,Bank transfer,No,0,0
22,79.14,1707.04,Month-to-month,Credit card,Fiber optic,1,0
3,109.14,708.25,One year,Mailed check,DSL,0,0
3,82.72,498.98,One year,Bank transfer,DSL,0,0
62,25.66,1277.86,Month-to-month,Electronic check,DSL,1,0
8,81.35,530.93,Two year,Bank transfer,Fiber optic,2,0
46,100.82,4517.37,Month-to-month,Bank transfer,DSL,3,0
28,64.46,1790.51,Month-to-month,Credit card,No,0,0
56,94.89,5303.03,One year,Electronic check,Fiber optic,1,0
4,52.75,750.31,Month-to-month,Mailed check,Fiber optic,0,1
65,32.86,1942.1,Month-to-month,Bank transfer,DSL,0,0
50,73.53,3717.68,Month-to-month,Credit card,Fiber optic,2,0
32,26.09,945.79,Month-to-month,Electronic check,Fiber optic,2,0
15,64.01,959.8,Month-to-month,Bank transfer,Fiber optic,1,1
71,102.17,7273.98,One year,Credit card,DSL,4,0
22,22.26,301.56,Month-to-month,Bank transfer,No,4,0
35,38.01,1349.61,Two year,Mailed check,DSL,0,0
28,44.2,1329.63,One year,Electronic check,DSL,0,0
16,68.42,1153.64,Month-to-month,Mailed check,No,3,1
30,60.86,1928.35,Month-to-month,Electronic check,DSL,1,1
11,104.98,1409.03,One year,Electronic check,DSL,3,0
0,93.86,168.65,Month-to-month,Mailed check,Fiber optic,1,0
21,82.38,1742.85,Month-to-month,Electronic check,Fiber optic,0,0
8,73.64,378.21,Two year,Electronic check,DSL,1,1
30,79.83,2286.92,One year,Bank transfer,DSL,1,0
62,48.45,2964.39,One year,Electronic check,DSL,2,0
11,91.43,1051.16,Month-to-month,Electronic check,Fiber optic,2,1
0,42.2,0.0,Month-to-month,Bank transfer,DSL,0,1
8,90.88,558.64,Month-to-month,Credit card,Fiber optic,2,1
37,99.65,3473.31,One year,Bank transfer,No,0,0
20,75.27,1208.22,Month-to-month,Electronic check,DSL,3,0
35,65.59,2253.52,Month-to-month,Electronic check,DSL,2,0
2,80.01,0.0,Month-to-month,Bank transfer,DSL,2,1
24,18.0,251.91,One year,Bank transfer,DSL,1,0
29,77.56,2178.23,One year,Mailed check,DSL,2,0
31,67.17,1841.69,Month-to-month,Credit card,Fiber optic,1,1
40,68.73,2817.73,Month-to-month,Credit card,DSL,1,0
56,87.66,5042.39,Month-to-month,Bank transfer,Fiber optic,2,0
34,68.13,2217.55,Month-to-month,Bank transfer,Fiber optic,2,0
61,41.49,2452.52,Month-to-month,Credit card,Fiber optic,4,1
38,66.46,2622.4,Month-to-month,Electronic check,DSL,1,0
19,71.69,1233.57,One year,Bank transfer,DSL,1,0
16,72.87,1025.08,One year,Credit card,No,2,0
23,74.05,1918.47,Two year,Electronic check,DSL,2,0
43,95.98,4286.48,Two year,Electronic check,Fiber optic,0,0
17,42.85,836.71,Month-to-month,Mailed check,Fiber optic,0,0
66,74.39,5076.52,Month-to-month,Mailed check,Fiber optic,1,0
35,102.25,3222.78,Month-to-month,Credit card,DSL,2,1
63,26.63,1921.68,One year,Mailed check,DSL,2,0
49,74.49,3720.64,Month-to-month,Bank transfer,Fiber optic,2,1
24,55.37,1510.71,Month-to-month,Credit card,Fiber optic,0,0
16,60.73,1041.4,Month-to-month,Credit card,Fiber optic,4,0
54,47.38,2567.32,Month-to-month,Bank transfer,Fiber optic,1,0
24,65.76,1528.71,One year,Credit card,No,0,0
18,116.03,2154.65,One year,Bank transfer,No,0,0
67,38.39,2515.96,Month-to-month,Electronic check,Fiber optic,2,0
35,40.76,1582.81,Two year,Bank transfer,DSL,2,0
3,37.45,0.0,Month-to-month,Mailed check,Fiber optic,2,0
36,113.19,3977.19,Month-to-month,Mailed check,Fiber optic,1,0
33,58.44,2296.64,Month-to-month,Bank transfer,Fiber optic,0,0
63,69.36,4256.92,One year,Mailed check,DSL,1,0
51,59.93,3013.49,One year,Electronic check,Fiber optic,1,0
13,46.39,444.2,Month-to-month,Credit card,DSL,2,0
10,64.12,701.66,Two year,Bank transfer,DSL,0,0
44,130.0,5587.47,Month-to-month,Bank transfer,Fiber optic,1,0
3,104.8,281.0,Month-to-month,Credit card,Fiber optic,1,1
23,48.68,1272.36,One year,Bank transfer,Fiber optic,2,1
10,86.19,736.12,Two year,Bank transfer,Fiber optic,3,1
1,49.21,191.16,One year,Credit card,Fiber optic,6,0
67,25.59,1862.59,Two year,Mailed check,DSL,3,0
6,95.49,762.82,Month-to-month,Credit card,Fiber optic,2,0
0,99.0,25.3,One year,Bank transfer,DSL,0,0
68,96.15,7121.72,Two year,Electronic check,Fiber optic,1,0
13,58.25,947.11,Month-to-month,Electronic check,DSL,2,0
59,65.83,3942.48,Month-to-month,Credit card,No,0,0
2,88.74,19.82,Two year,Credit card,Fiber optic,0,1
11,79.79,860.19,Month-to-month,Credit card,Fiber optic,1,0
8,60.16,738.01,Month-to-month,Electronic check,DSL,3,1
51,29.52,1813.4,Two year,Credit card,Fiber optic,0,0
45,72.85,3544.21,Two year,Credit card,Fiber optic,2,0
34,96.98,3438.49,Two year,Credit card,Fiber optic,2,1
17,40.06,455.01,Two year,Mailed check,Fiber optic,0,0
6,85.97,603.5,Month-to-month,Bank transfer,No,1,1
41,78.29,2986.38,Two year,Mailed check,Fiber optic,3,1
16,88.75,1152.31,Month-to-month,Electronic check,Fiber optic,0,0
43,91.8,3990.42,One year,Bank transfer,Fiber optic,1,0
50,52.64,2726.09,Month-to-month,Electronic check,Fiber optic,3,0
62,29.58,1996.32,Two year,Electronic check,Fiber optic,1,0
36,56.66,2129.32,One year,Electronic check,Fiber optic,1,1
0,92.23,95.69,Two year,Mailed check,DSL,2,1
20,56.45,951.76,Month-to-month,Electronic check,DSL,1,1
62,52.65,3245.34,Month-to-month,Credit card,DSL,1,0
38,24.47,658.44,Month-to-month,Credit card,No,1,0
45,113.82,4761.12,Month-to-month,Credit card,Fiber optic,1,0
33,90.64,3124.53,One year,Mailed check,Fiber optic,4,0
11,89.25,846.16,Month-to-month,Electronic check,Fiber optic,1,0
65,94.19,6279.6,Month-to-month,Bank transfer,Fiber optic,2,0
56,84.42,4926.89,Month-to-month,Bank transfer,No,1,0
72,63.89,4488.73,Month-to-month,Electronic check,No,1,0
62,65.91,4192.42,One year,Credit card,No,0,0
21,59.31,1126.52,Month-to-month,Mailed check,No,1,0
18,130.0,2007.74,Month-to-month,Credit card,DSL,3,0
18,83.9,1532.36,Month-to-month,Electronic check,DSL,1,1
67,58.4,3828.38,Month-to-month,Mailed check,Fiber optic,1,0
40,81.64,3186.28,One year,Mailed check,Fiber optic,2,0
33,44.73,1831.59,Month-to-month,Electronic check,DSL,2,0
70,107.61,7258.23,Month-to-month,Bank transfer,Fiber optic,2,0
44,53.47,2421.74,One year,Credit card,DSL,1,0
66,82.53,5267.73,Month-to-month,Bank transfer,DSL,2,0
71,96.65,7025.6,One year,Mailed check,DSL,4,0
5,79.62,451.81,Month-to-month,Bank transfer,No,2,0
26,72.36,1949.69,Two year,Mailed check,Fiber optic,0,0
53,70.27,3554.23,Month-to-month,Mailed check,Fiber optic,3,0
59,68.59,3908.94,Month-to-month,Credit card,Fiber optic,1,0
10,55.58,722.73,Two year,Bank transfer,Fiber optic,1,0
23,58.76,1670.29,One year,Mailed check,Fiber optic,0,1
40,106.99,4366.05,One year,Mailed check,Fiber optic,0,0
58,67.29,3741.09,Two year,Credit card,DSL,1,0
8,50.36,463.85,Month-to-month,Bank transfer,Fiber optic,2,0
43,57.09,2891.93,Two year,Electronic check,DSL,3,0
21,97.51,2066.13,One year,Credit card,Fiber optic,1,1
15,86.89,1566.48,Month-to-month,Bank transfer,Fiber optic,1,0
37,84.01,2975.05,Month-to-month,Mailed check,DSL,1,0
30,63.56,1899.28,Month-to-month,Credit card,Fiber optic,2,1
46,84.33,3990.89,Two year,Credit card,Fiber optic,0,0
23,53.91,1311.47,Month-to-month,Credit card,Fiber optic,1,0
60,63.51,3672.63,Month-to-month,Mailed check,DSL,1,0
5,94.25,325.51,One year,Credit card,DSL,1,1
62,91.86,5873.02,One year,Credit card,DSL,4,0
2,45.45,305.38,Month-to-month,Credit card,No,1,1
53,48.61,2848.61,Two year,Bank transfer,No,0,0
25,72.72,2142.65,Month-to-month,Mailed check,DSL,0,0
27,113.15,3079.37,Two year,Electronic check,Fiber optic,1,0
1,22.11,0.0,Month-to-month,Credit card,Fiber optic,2,0
51,76.96,4168.05,Month-to-month,Bank transfer,No,1,0
12,35.6,555.54,One year,Credit card,DSL,1,0
48,54.14,2421.96,Month-to-month,Bank transfer,Fiber optic,4,0
52,60.89,2980.19,Month-to-month,Bank transfer,Fiber optic,2,0
61,59.49,3717.27,Month-to-month,Electronic check,DSL,2,0
51,56.66,2857.5,One year,Mailed check,DSL,5,0
22,70.18,1539.21,Two year,Bank transfer,DSL,1,0
53,56.62,3193.84,Two year,Electronic check,Fiber optic,2,0
60,33.44,2142.94,Two year,Electronic check,Fiber optic,1,0
23,89.5,2297.8,Two year,Bank transfer,Fiber optic,2,1
9,88.82,451.72,Month-to-month,Electronic check,DSL,1,0
64,91.08,5874.69,Month-to-month,Bank transfer,No,0,0
10,31.48,439.86,Two year,Mailed check,Fiber optic,3,0
43,77.47,3056.55,Two year,Mailed check,No,0,0
17,86.9,1359.41,Two year,Electronic check,DSL,1,0
9,44.22,246.69,One year,Mailed check,Fiber optic,1,0
56,70.23,3936.75,Month-to-month,Bank transfer,No,1,0
10,67.09,963.95,Two year,Bank transfer,Fiber optic,0,1
48,116.05,5934.65,Two year,Mailed check,Fiber optic,2,1
50,118.11,5759.05,One year,Electronic check,Fiber optic,3,0
4,28.39,208.34,Two year,Credit card,Fiber optic,1,1
12,130.0,1660.58,One year,Credit card,Fiber optic,1,0
57,47.12,2755.58,Two year,Credit card,Fiber optic,0,0
37,94.52,3568.94,Month-to-month,Mailed check,No,0,0
8,94.26,808.77,Two year,Bank transfer,DSL,0,0
72,45.11,3551.52,Month-to-month,Electronic check,Fiber optic,0,0
19,82.33,1762.75,Month-to-month,Credit card,No,1,0
0,67.31,0.0,Month-to-month,Electronic check,DSL,2,1
67,83.86,5761.73,Month-to-month,Mailed check,DSL,0,1
1,75.77,236.39,Month-to-month,Credit card,DSL,2,0
40,99.91,4053.03,Two year,Bank transfer,Fiber optic,0,1
72,71.88,5379.38,Month-to-month,Credit card,No,2,0
42,65.8,2797.59,Two year,Mailed check,DSL,3,0
42,97.4,4126.95,Month-to-month,Electronic check,Fiber optic,1,1
28,84.51,2388.1,Month-to-month,Electronic check,Fiber optic,1,1
9,88.3,431.37,One year,Electronic check,Fiber optic,4,1
41,53.39,2174.33,One year,Electronic check,Fiber optic,0,0
65,43.87,2731.16,Month-to-month,Mailed check,No,1,0
6,55.81,121.28,Two year,Electronic check,DSL,0,1
64,54.48,3744.81,Two year,Electronic check,DSL,2,0
30,89.65,2780.41,One year,Mailed check,Fiber optic,3,0
39,94.4,3676.21,Two year,Bank transfer,Fiber optic,2,0
12,66.12,691.8,One year,Bank transfer,Fiber optic,3,0
45,105.77,4813.09,One year,Electronic check,DSL,2,0
13,104.21,1533.21,Month-to-month,Credit card,DSL,0,1
19,76.08,1296.76,Month-to-month,Bank transfer,No,1,0
52,49.45,2570.67,Month-to-month,Mailed check,DSL,2,0
3,109.38,484.41,One year,Mailed check,Fiber optic,2,0
32,68.47,1842.71,One year,Credit card,Fiber optic,5,0
43,73.15,3135.27,Month-to-month,Mailed check,DSL,1,0
9,61.51,476.32,One year,Electronic check,DSL,1,0
21,47.76,978.77,Month-to-month,Mailed check,Fiber optic,1,1
25,33.28,741.81,Month-to-month,Electronic check,Fiber optic,2,1
48,85.82,4144.21,Two year,Electronic check,DSL,0,0
71,50.41,3925.72,Month-to-month,Mailed check,Fiber optic,0,0
61,130.0,7871.69,Month-to-month,Electronic check,DSL,0,0
13,42.85,609.53,Month-to-month,Mailed check,DSL,1,0
1,38.57,397.62,Month-to-month,Electronic check,DSL,2,0
3,82.75,149.26,One year,Bank transfer,DSL,2,1
43,108.23,4980.65,Two year,Electronic check,Fiber optic,0,1
11,71.61,788.72,One year,Electronic check,No,1,0
16,84.31,1669.64,One year,Credit card,DSL,4,0
61,23.91,1593.63,Month-to-month,Electronic check,Fiber optic,2,0
63,53.06,3398.2,One year,Mailed check,Fiber optic,1,0
61,43.16,2620.92,Month-to-month,Bank transfer,Fiber optic,1,0
18,22.62,294.9,Month-to-month,Mailed check,Fiber optic,1,0
45,72.92,3295.25,Two year,Mailed check,DSL,0,0
44,18.0,953.53,Month-to-month,Electronic check,Fiber optic,0,0
13,36.95,477.93,Month-to-month,Mailed check,DSL,0,0
40,56.57,2205.81,Month-to-month,Credit card,Fiber optic,0,0
38,49.22,1825.14,Two year,Bank transfer,DSL,0,0
28,79.91,2416.13,Month-to-month,Credit card,Fiber optic,1,1
54,77.64,4413.06,Month-to-month,Bank transfer,Fiber optic,2,1
49,92.34,4404.82,Two year,Credit card,Fiber optic,1,0
38,88.81,3254.42,Month-to-month,Mailed check,DSL,1,1
52,98.52,5191.34,Two year,Bank transfer,Fiber optic,2,1
55,69.95,4122.32,Month-to-month,Bank transfer,Fiber optic,1,0
41,77.59,3387.33,One year,Credit card,Fiber optic,2,1
19,82.79,1347.64,Two year,Bank transfer,DSL,3,0
55,73.54,3997.24,Month-to-month,Mailed check,DSL,2,0
52,60.07,2956.14,One year,Electronic check,DSL,2,0
71,61.69,4331.76,Month-to-month,Credit card,Fiber optic,1,0
10,49.56,784.4,One year,Mailed check,Fiber optic,2,0
30,80.54,2160.14,Two year,Credit card,Fiber optic,2,0
67,67.65,4241.13,One year,Bank transfer,Fiber optic,3,0
37,53.42,1827.42,Two year,Electronic check,Fiber optic,1,0
68,53.44,3685.9,One year,Bank transfer,Fiber optic,4,0
0,39.74,111.74,One year,Mailed check,Fiber optic,1,1
2,94.47,267.68,Month-to-month,Electronic check,Fiber optic,1,1
58,71.97,4385.62,One year,Mailed check,DSL,3,0
26,48.43,941.82,Two year,Bank transfer,No,2,0
37,90.21,3551.81,One year,Electronic check,No,2,0
31,55.99,1679.48,Month-to-month,Bank transfer,Fiber optic,2,1
29,34.84,1141.96,Month-to-month,Credit card,No,0,0
68,95.53,6257.86,One year,Electronic check,No,3,0
6,56.57,340.33,Two year,Electronic check,Fiber optic,0,1
56,59.78,3390.07,Month-to-month,Electronic check,Fiber optic,1,0
64,71.03,4753.92,Month-to-month,Bank transfer,Fiber optic,1,0
47,98.56,4347.2,Month-to-month,Credit card,DSL,2,1
28,70.5,1979.56,Month-to-month,Credit card,DSL,0,0
11,40.02,244.9,Two year,Electronic check,Fiber optic,1,0
49,83.6,4187.24,Month-to-month,Mailed check,Fiber optic,1,0
34,57.88,2107.66,Month-to-month,Electronic check,DSL,0,0
10,117.2,1403.67,Month-to-month,Mailed check,Fiber optic,1,1
26,69.97,1722.97,Month-to-month,Mailed check,Fiber optic,1,0
70,18.0,1426.9,Two year,Bank transfer,Fiber optic,0,0
19,78.93,1744.71,Month-to-month,Credit card,DSL,2,1
13,118.61,1246.21,Month-to-month,Credit card,Fiber optic,3,0
49,109.4,5470.72,Month-to-month,Electronic check,DSL,2,0
14,115.77,1793.37,Two year,Electronic check,DSL,2,0
67,44.51,2935.33,Two year,Mailed check,DSL,4,0
62,92.8,5535.9,Month-to-month,Mailed check,DSL,4,0
71,51.95,3858.19,One year,Mailed check,DSL,0,0
66,75.61,4774.17,Month-to-month,Bank transfer,Fiber optic,1,0
17,38.18,616.89,One year,Bank transfer,Fiber optic,3,0
15,53.89,801.11,Month-to-month,Credit card,DSL,1,1
25,53.09,1456.14,Two year,Bank transfer,No,2,1
34,92.46,3030.98,Two year,Mailed check,Fiber optic,1,0
64,90.02,5637.93,Month-to-month,Electronic check,No,4,0
53,76.92,4094.59,Month-to-month,Mailed check,Fiber optic,0,0
47,36.24,1884.41,Month-to-month,Credit card,DSL,2,0
64,62.21,4393.12,Month-to-month,Credit card,No,2,0
47,51.35,2141.97,Month-to-month,Mailed check,No,3,0
27,91.74,2533.79,Month-to-month,Electronic check,Fiber optic,3,0
30,99.45,2788.06,Two year,Electronic check,Fiber optic,1,1
37,96.41,3750.54,Month-to-month,Electronic check,Fiber optic,2,1
6,51.12,137.78,Two year,Bank transfer,Fiber optic,0,0
54,18.0,850.56,Month-to-month,Bank transfer,Fiber optic,2,1
47,25.83,1107.75,Month-to-month,Bank transfer,Fiber optic,0,0
53,105.54,5579.94,Month-to-month,Electronic check,DSL,1,0
38,59.97,2336.98,Two year,Mailed check,DSL,2,0
57,51.23,3007.28,Month-to-month,Electronic check,DSL,2,0
69,111.07,7662.55,Month-to-month,Mailed check,DSL,1,0
41,101.63,3927.41,One year,Bank transfer,Fiber optic,1,0
32,70.61,2390.56,One year,Mailed check,No,1,0
7,62.66,429.12,One year,Bank transfer,DSL,0,1
56,66.7,3944.17,Month-to-month,Mailed check,DSL,1,0
65,75.68,4791.75,Month-to-month,Bank transfer,DSL,2,0
51,110.0,5321.65,Two year,Mailed check,Fiber optic,1,0
63,80.56,5069.26,One year,Mailed check,Fiber optic,6,0
62,88.15,5698.62,One year,Electronic check,Fiber optic,0,0
58,99.23,5784.41,Month-to-month,Bank transfer,No,2,0
36,40.76,1431.35,Month-to-month,Credit card,No,3,0
7,88.87,465.44,Two year,Bank transfer,Fiber optic,2,1
0,62.64,316.4,One year,Bank transfer,Fiber optic,2,0
14,18.0,66.67,Month-to-month,Credit card,Fiber optic,1,0
31,18.0,427.43,Two year,Electronic check,Fiber optic,3,0
54,44.55,2508.15,One year,Credit card,DSL,1,0
33,83.28,2414.18,Month-to-month,Electronic check,Fiber optic,2,0
1,72.84,302.27,Month-to-month,Bank transfer,DSL,1,1
15,74.61,1231.49,One year,Credit card,DSL,1,0
71,118.77,8594.79,Month-to-month,Credit card,DSL,1,0
72,38.27,2856.1,One year,Mailed check,Fiber optic,0,0
27,69.31,1842.48,One year,Credit card,Fiber optic,2,0
58,77.61,4310.06,Month-to-month,Bank transfer,DSL,0,0
52,51.59,2657.63,Two year,Electronic check,Fiber optic,2,0
67,70.71,4561.9,Month-to-month,Electronic check,Fiber optic,0,0
64,30.0,2007.59,Month-to-month,Credit card,Fiber optic,1,0
45,105.25,4881.36,One year,Credit card,DSL,3,0
28,52.96,1748.7,One year,Credit card,DSL,0,0
45,120.79,5502.24,Month-to-month,Mailed check,Fiber optic,2,0
23,69.19,1757.75,One year,Mailed check,Fiber optic,1,1
25,95.7,2339.05,Two year,Credit card,Fiber optic,3,0
44,68.67,2935.28,Two year,Electronic check,Fiber optic,2,1
41,69.23,2923.75,Two year,Credit card,No,1,0
42,55.4,2257.2,Month-to-month,Bank transfer,DSL,1,0
28,72.98,2091.84,Month-to-month,Bank transfer,Fiber optic,0,1
29,77.95,2069.53,Month-to-month,Mailed check,No,0,0
0,50.39,0.0,Month-to-month,Credit card,DSL,1,0
43,66.87,2989.95,One year,Bank transfer,Fiber optic,1,0
42,54.75,2459.0,Month-to-month,Electronic check,DSL,2,1
68,127.49,8492.01,Month-to-month,Bank transfer,Fiber optic,1,0
36,67.76,2559.95,Month-to-month,Credit card,DSL,1,0
34,108.63,3597.55,Month-to-month,Electronic check,Fiber optic,0,0
4,65.11,263.41,Month-to-month,Bank transfer,Fiber optic,0,0
14,76.48,1325.8,One year,Electronic check,DSL,5,0
24,36.97,1032.53,One year,Bank transfer,DSL,0,0
27,58.82,1731.48,Month-to-month,Credit card,DSL,2,0
26,75.26,2300.43,Month-to-month,Mailed check,DSL,0,1
28,109.65,2943.5,Two year,Electronic check,Fiber optic,2,0
56,75.55,4053.32,Month-to-month,Electronic check,No,2,0
9,104.59,811.36,Month-to-month,Bank transfer,DSL,3,1
24,86.02,2018.63,Month-to-month,Credit card,Fiber optic,1,0
11,110.69,793.72,One year,Mailed check,Fiber optic,0,0
22,68.52,1470.19,Two year,Credit card,DSL,0,0
49,129.76,6260.0,One year,Mailed check,DSL,0,0
